признак,падение качества,std
SMR_VSA2,0.0,0.0
NumAromaticCarbocycles,0.0,0.0
fr_ArN,0.0,0.0
SlogP_VSA7,0.0,0.0
EState_VSA11,0.0,0.0
fr_C_S,0.0,0.0
fr_urea,0.0,0.0
fr_Ar_OH,0.0,0.0
fr_Ar_NH,0.0,0.0
NumSaturatedRings,-2.5777781378355513e-05,4.212223456922013e-05
fr_COO,-6.098653221719985e-05,3.290709003195281e-05
fr_aniline,-9.147080214554071e-05,8.44645678917289e-05
fr_halogen,-9.404846934504829e-05,0.0005123256664170991
fr_NH0,-0.00010209614092579478,0.00020387319292537013
fr_unbrch_alkane,-0.0001093663442278403,0.00010741796779748956
fr_Al_OH,-0.0001265265502988222,0.00022909446118730926
SlogP_VSA11,-0.00013501591741152397,9.39720500865202e-05
PEOE_VSA13,-0.00015744722238823783,8.518827097773354e-05
fr_ether,-0.00018746793992449606,0.00017921957723927287
EState_VSA7,-0.0001977530098244279,0.0003819941945087735
PEOE_VSA4,-0.0002063385096937459,0.0004086219143358971
MinAbsPartialCharge,-0.0002150483773755152,0.0005654289749882176
fr_hdrzone,-0.00023428686008068744,0.0001314398007869589
VSA_EState10,-0.00023967026408699965,0.0001817306294832635
fr_Al_COO,-0.0002436750618027006,0.00013263558231792736
PEOE_VSA1,-0.00024857924582259716,0.00047229390491524244
PEOE_VSA11,-0.0002626933279083754,0.0001961170995741407
SMR_VSA9,-0.00028535440291584113,0.0001204566074415453
Chi4v,-0.00034423771110511647,0.0008991563467919506
SlogP_VSA1,-0.00036575442494364563,0.001036260942275451
SMR_VSA1,-0.0003675911932353032,0.0003273155895570577
fr_para_hydroxylation,-0.00037243086781119095,0.00017260915797252392
MaxPartialCharge,-0.00039364476914530155,0.0011177041005218445
fr_ester,-0.000495027709301335,0.000237941525407755
SMR_VSA6,-0.0007065266667848069,0.0026586328383057904
fr_Al_OH_noTert,-0.0007648426978548312,0.00038031088651020614
FpDensityMorgan2,-0.0007992027388701445,0.0017885098084003649
PEOE_VSA10,-0.0012814922635869114,0.0010835728128965867
BCUT2D_CHGHI,-0.0014364256647186602,0.0019841801787466046
BCUT2D_MWHI,-0.00169518666099501,0.0006981690725057966
PEOE_VSA8,-0.0017830847880403733,0.0035505753764515577
EState_VSA9,-0.0019160559644858383,0.0012650282771304417
VSA_EState1,-0.0027789358045939017,0.000950033721525231
BCUT2D_MRHI,-0.007170086142604906,0.003758708583967119
